Start,End,Open,High,Low,Close,Volume,Market Cap,Daily Returns,Volatility,SMA_10,SMA_50,SMA_200,Price_Change,Gain,Loss,Average_Gain,Average_Loss,RS,RSI,EMA_200
2023-10-08,2023-10-09,27950.75,28094.99,27737.73,27932.44,16816628313.33101,544597651352.88153,1.2628289485609567,2.1230299825000962,27424.635,33501.448599999996,48088.463449999996,348.34000000000015,348.34000000000015,0.0,98.09714285714264,243.28071428571405,0.40322613794176576,28.73564901899651,44657.49801652871
2023-10-07,2023-10-08,27939.87,28013.81,27865.0,27958.62,26081234632.700348,544804939651.2648,0.0937261478052065,2.1274828753666015,27379.754999999997,33311.0588,47906.8012,26.18000000000029,26.18000000000029,0.0,99.96714285714266,238.21999999999986,0.41964210753565073,29.559711233425247,44491.3400263145
2023-10-06,2023-10-07,27420.43,28224.97,27247.64,27933.0,24249305970.19512,540429288844.7178,-0.09163542406599445,2.1263694942973776,27322.845,33114.002,47714.53315,-25.61999999999898,0.0,25.61999999999898,99.96714285714266,223.682857142857,0.44691463679444055,30.887422480192427,44326.58042406262
2023-10-05,2023-10-06,27749.66,28071.45,27374.37,27422.6,19693371258.35192,538994598459.6829,-1.827229441878786,2.1310518956066615,27350.443,32908.238000000005,47517.551699999996,-510.40000000000146,0.0,510.40000000000146,99.96714285714266,190.92214285714286,0.5236016177125296,34.36604500976067,44158.381613872945
2023-10-04,2023-10-05,27405.35,27819.83,27255.35,27778.6,22153099358.397213,536692140014.5819,1.2981992954716137,2.164800384482335,27442.433,32717.922,47331.96035,356.0,356.0,0.0,125.39571428571409,164.26214285714272,0.7633877904221035,43.29097629962442,43995.39871224237
2023-10-03,2023-10-04,27513.68,27663.53,27254.73,27419.23,31228837510.672478,536027693461.3728,-1.2936937066662768,2.1538821322527912,27500.184,32517.3312,47144.76655,-359.369999999999,0.0,359.369999999999,119.34642857142846,189.93142857142837,0.6283658764065227,38.58874012965688,43830.461710130505
2023-10-02,2023-10-03,27982.93,28478.97,27374.23,27609.13,31556714893.01394,546924411707.08014,0.6925796238625326,2.130760445206844,27587.252,32350.67,46962.98244999999,189.90000000000146,189.90000000000146,0.0,126.14785714285712,189.93142857142837,0.6641757927673151,39.91019432285301,43669.05542445756
2023-10-01,2023-10-02,26965.84,27993.9,26965.84,27978.1,18834295110.763065,529790731523.9721,1.3364057469394952,2.1487490208928572,27700.615999999998,32160.9142,46785.78295,368.9699999999975,368.9699999999975,0.0,152.50285714285695,93.1114285714284,1.637853263371077,62.09038562205549,43512.926514761464
2023-09-30,2023-10-01,26895.47,27080.82,26886.87,26967.11,21765258279.121952,525848239020.55054,-3.613504848435023,2.2134709247570497,27658.292999999998,31952.4862,46614.06865,-1010.989999999998,0.0,1010.989999999998,152.50285714285695,144.75928571428554,1.0534927441121467,51.30248193633805,43348.29152456483
2023-09-29,2023-09-30,27013.74,27229.29,26702.95,26910.69,33595256889.57143,525629572464.676,-0.20921782126450683,2.209292756843808,27590.952,31759.511799999997,46430.22319999999,-56.42000000000189,0.0,56.42000000000189,152.50285714285695,147.57642857142855,1.0333822184146702,50.82085448845659,43184.73330043981
2023-09-28,2023-09-29,26366.19,27234.96,26330.72,27020.31,28979101346.480835,520226798636.4042,0.4073474147262779,2.218082394743314,27499.739,31569.637800000004,46247.840200000006,109.62000000000262,109.62000000000262,0.0,160.33285714285714,140.19999999999996,1.1436009781944165,53.34952679288693,43023.89326759962
2023-09-27,2023-09-28,26235.67,26808.54,26172.5,26368.04,28485739287.825783,513334131102.561,-2.413998951159335,2.2382795003582925,27340.681,31372.527800000003,46051.765649999994,-652.2700000000004,0.0,652.2700000000004,152.76071428571439,186.79071428571427,0.8178174962811708,44.98897705376002,42858.163384339925
2023-09-26,2023-09-27,26293.9,26386.51,26124.07,26217.38,30793296615.648083,511680904930.53656,-0.5713735264357922,2.2205677330147457,27169.119,31139.602199999998,45861.572850000004,-150.65999999999985,0.0,150.65999999999985,113.76928571428574,197.55214285714283,0.5758949716711322,36.543994493518426,42692.58345016739
2023-09-25,2023-09-26,26223.37,26419.98,26029.07,26308.45,29759042169.142857,510826044018.3345,0.3473649922303368,2.2071293879951766,27057.703999999998,30954.970399999995,45657.074049999996,91.06999999999971,91.06999999999971,0.0,106.43428571428583,197.55214285714283,0.5387655338735169,35.01284126875967,42529.557246683136
2023-09-24,2023-09-25,26571.4,26708.73,26238.82,26254.11,20548928650.44599,517707491253.9756,-0.2065496066853023,2.2037176896245856,26905.255000000005,30749.418999999998,45437.78435,-54.340000000000146,0.0,54.340000000000146,81.55285714285726,201.4335714285714,0.40486229065236035,28.818646022903707,42367.612497959926
2023-09-23,2023-09-24,26592.76,26632.75,26524.9,26580.66,27465513243.87108,518045668420.0662,1.243805255634256,2.2052728371428185,26821.397999999997,30540.331599999998,45218.11965000001,326.5499999999993,326.5499999999993,0.0,103.00785714285719,201.4335714285714,0.5113738311460356,33.83503277665422,42210.52839350261
2023-09-22,2023-09-23,26580.8,26732.63,26497.45,26577.61,32745683014.23693,518702402079.2996,-0.011474508157427454,1.543597218130772,26718.246000000003,30330.2404,45005.0166,-3.0499999999992724,0.0,3.0499999999992724,103.00785714285719,199.82142857142858,0.5154995531724756,34.015157054540396,42054.976966701586
2023-09-21,2023-09-22,27104.31,27138.3,26417.87,26556.98,34684325791.85714,521930606601.00696,-0.07762172746157425,1.5444048609787502,26576.134,30114.9572,44779.64265000001,-20.63000000000102,0.0,20.63000000000102,103.00785714285719,164.8378571428571,0.6249041265659332,38.45790753738828,41900.76804165979
2023-09-20,2023-09-21,27196.99,27345.79,26841.64,27121.84,35657928369.466896,528611971687.3972,2.126973774879515,1.608585943374626,26591.607,29921.8894,44568.308150000004,564.8600000000006,564.8600000000006,0.0,117.92642857142866,164.8378571428571,0.7154086483254114,41.704852603127314,41753.714031295014
2023-09-19,2023-09-20,26770.64,27461.08,26676.36,27211.2,35848522395.223,527098887160.4564,0.3294761712332228,1.5097361000980376,26621.658000000003,29752.5076,44359.83985,89.36000000000058,89.36000000000058,0.0,124.30928571428583,139.16857142857148,0.8932281508550787,47.18016423174625,41609.012399142826
2023-09-18,2023-09-19,26534.11,27395.71,26414.75,26738.74,27461086538.60839,523361753482.3007,-1.7362703592638251,1.5230634248863613,26593.501,29578.817600000002,44153.8897,-472.4599999999991,0.0,472.4599999999991,110.74500000000002,172.91571428571427,0.6404565395196671,39.04135977337111,41461.04948969862
2023-09-17,2023-09-18,26557.8,26610.11,26430.05,26531.4,21151131214.505222,516933139577.3658,-0.7754292087061687,1.5240365347156128,26609.837,29409.056999999997,43944.240549999995,-207.34000000000015,0.0,207.34000000000015,84.3900000000002,187.72571428571428,0.44953884086204904,31.012541933316243,41312.49576343296
2023-09-16,2023-09-17,26576.54,26721.89,26463.28,26553.13,27371230963.672478,517528086188.1707,0.0819029527277193,1.5216008022924,26643.412,29239.6708,43746.6354,21.729999999999563,21.729999999999563,0.0,85.94214285714303,115.51214285714299,0.7440095970120649,42.66086598873904,41165.63640260279
2023-09-15,2023-09-16,26512.72,26809.85,26239.05,26627.69,35369301272.53658,516414001526.8397,0.28079552203448266,1.259726177719815,26675.336,29071.831000000002,43552.5321,74.55999999999767,74.55999999999767,0.0,91.26785714285714,111.48214285714286,0.8186769181483261,45.01497269684693,41020.98021949231
2023-09-14,2023-09-15,26201.61,26730.83,26167.49,26528.22,36195596211.46342,515124544890.4634,-0.3735585024461252,1.2470250400932936,26702.747000000003,28907.7948,43336.516899999995,-99.46999999999753,0.0,99.46999999999753,83.43785714285696,118.58714285714268,0.7035995229547886,41.300758392702434,40876.773650144125
2023-09-13,2023-09-14,25798.88,26374.39,25798.88,26222.02,37760670449.30662,508296524030.32056,-1.1542425387003008,1.2637131551215612,26666.883,28733.8742,43111.5421,-306.2000000000007,0.0,306.2000000000007,83.43785714285696,93.86785714285699,0.8888863523950837,47.05875243727539,40730.955205864084
2023-09-12,2023-09-13,25162.48,26414.35,25134.82,25854.29,42863617997.64809,504152558744.5401,-1.402370984386403,1.2859140211186664,26594.551,28542.3948,42892.43965,-367.72999999999956,0.0,367.72999999999956,83.43785714285696,109.37285714285697,0.762875354292655,43.274492007335084,40582.92868640275
2023-09-11,2023-09-12,25843.59,25892.75,25003.54,25143.63,29821634798.1777,496818876088.1603,-2.748712109286311,1.369219379802172,26453.216000000004,28352.266799999998,42668.90520000001,-710.6599999999999,0.0,710.6599999999999,76.93285714285697,160.13428571428554,0.48042714150623533,32.45192742261081,40429.303823851486
